state_name,district_name,population,confirmed,recovered,deceased,tested
Uttar Pradesh,Azamgarh,4616509,17906,17675,228,12474
Uttar Pradesh,Baghpat,1302156,9132,8991,141,327192
Uttar Pradesh,Bahraich,2384239,11549,11371,178,308225
Uttar Pradesh,Ballia,3223642,21610,21376,234,267420
Uttar Pradesh,Balrampur,2149066,7494,7354,138,276237
Uttar Pradesh,Banda,1799541,10992,10832,158,303185
Uttar Pradesh,Barabanki,3257983,19850,19624,225,147422
Uttar Pradesh,Bareilly,4465344,44028,43650,377,465209
Uttar Pradesh,Basti,2461056,11717,11385,330,296570
Uttar Pradesh,Bhadohi,1554203,7720,7557,163,119023
Uttar Pradesh,Bijnor,3683896,14794,14668,126,312985
Uttar Pradesh,Budaun,3712738,14941,14843,98,224207
Uttar Pradesh,Bulandshahr,3498507,20215,19972,243,269090
Uttar Pradesh,Chandauli,1952713,16208,15852,356,211249
Uttar Pradesh,Chitrakoot,990626,7110,7031,79,234060
Uttar Pradesh,Deoria,3098637,20223,20003,220,304520
Uttar Pradesh,Etah,1761152,9968,9868,99,263295
Uttar Pradesh,Etawah,1579160,13933,13640,293,297761
Uttar Pradesh,Farrukhabad,1887577,10348,10153,194,231856
Uttar Pradesh,Fatehpur,2632684,6814,6674,139,82928
Uttar Pradesh,Firozabad,2496761,8720,8585,135,322656
Uttar Pradesh,Gautam Buddha Nagar,1674714,63353,62876,467,675396
Uttar Pradesh,Ghaziabad,4661452,55673,55207,461,712611
Uttar Pradesh,Ghazipur,3622727,21641,21359,282,265737
Uttar Pradesh,Gonda,3431386,12282,12016,266,241234
Uttar Pradesh,Gorakhpur,4436275,59439,58588,848,480536
Uttar Pradesh,Hamirpur,1104021,5232,5130,102,240382
Uttar Pradesh,Hapur,1338211,12638,12421,217,299725
Uttar Pradesh,Hardoi,4091380,13755,13406,349,224784
Uttar Pradesh,Hathras,1565678,2920,2877,43,260525
Uttar Pradesh,Jalaun,1670718,11687,11482,202,221719
Uttar Pradesh,Jaunpur,4476072,22584,22349,235,322824
Uttar Pradesh,Jhansi,2000755,36556,35892,663,312540
Uttar Pradesh,Kannauj,1658005,9231,9115,114,124019
Uttar Pradesh,Kanpur Dehat,1795092,6197,6087,110,344697
Uttar Pradesh,Kanpur Nagar,4572951,82933,81024,1905,685820
Uttar Pradesh,Kasganj,1438156,4250,4197,53,271969
Uttar Pradesh,Kaushambi,1596909,4424,4353,70,207064
Uttar Pradesh,Kushinagar,3560830,15617,15389,228,314772
Uttar Pradesh,Lakhimpur Kheri,4013634,24410,24117,292,368533
Uttar Pradesh,Lalitpur,1218002,12742,12613,128,21781
Uttar Pradesh,Lucknow,4588455,238839,236165,2651,1237583
Uttar Pradesh,Maharajganj,2665292,12440,12300,140,334716
Uttar Pradesh,Mahoba,876055,4268,4182,86,142992
Uttar Pradesh,Mainpuri,1847194,10028,9846,182,228496
Uttar Pradesh,Mathura,2541894,20297,19893,402,198379
Uttar Pradesh,Mau,2205170,8333,8252,80,281445
Uttar Pradesh,Meerut,3447405,69480,68567,898,798404
Uttar Pradesh,Mirzapur,2494533,11088,10972,116,312764
Uttar Pradesh,Moradabad,4773138,39102,38752,349,400459
Uttar Pradesh,Muzaffarnagar,4138605,31009,30737,269,161704
Uttar Pradesh,Pilibhit,2037225,11032,10838,193,291538
Uttar Pradesh,Pratapgarh,3173752,16038,15875,163,100500
Uttar Pradesh,Prayagraj,5959798,78699,77609,1088,729300
Uttar Pradesh,Rae Bareli,3404004,17104,16761,343,387408
Uttar Pradesh,Rampur,2335398,11826,11676,148,274288
Uttar Pradesh,Saharanpur,3464228,32730,32309,420,266387
Uttar Pradesh,Sambhal,2217020,9438,9331,106,309333
Uttar Pradesh,Sant Kabir Nagar,1714300,8159,8061,98,292606
Uttar Pradesh,Shahjahanpur,3002376,20361,19916,444,437195
Uttar Pradesh,Shamli,1274815,12976,12931,45,246597
Uttar Pradesh,Shrawasti,1114615,4388,4353,35,221566
Uttar Pradesh,Siddharthnagar,2553526,9373,9273,100,295047
Uttar Pradesh,Sitapur,4474446,12398,12211,185,289473
Uttar Pradesh,Sonbhadra,1862612,16807,16556,251,306175
Uttar Pradesh,Sultanpur,3790922,14915,14777,138,309395
Uttar Pradesh,Unnao,3110595,15011,14757,254,298886
Uttar Pradesh,Varanasi,3682194,85501,84528,971,595510
Uttarakhand,Almora,621927,12190,11378,196,84443
Uttarakhand,Bageshwar,259840,5764,5678,60,55626
Uttarakhand,Chamoli,391114,12242,11972,62,90390
Uttarakhand,Champawat,259315,7603,7358,53,95068
Uttarakhand,Dehradun,1698560,112363,108137,3521,401496
Uttarakhand,Haridwar,1927029,51498,49096,1019,369542
Uttarakhand,Nainital,955128,39232,38140,944,204422
Uttarakhand,Pauri Garhwal,686527,17686,16668,315,138878
Uttarakhand,Pithoragarh,485993,10260,9962,181,72686
Uttarakhand,Rudraprayag,236857,8800,8535,106,52378
Uttarakhand,Tehri Garhwal,616409,15835,14827,108,105111
Uttarakhand,Udham Singh Nagar,1648367,37875,36315,761,337292
Uttarakhand,Uttarkashi,329686,12548,12129,74,120026
West Bengal,Alipurduar,1700000,15589,15441,102,0
West Bengal,Bankura,3596292,36313,35839,274,0
West Bengal,Birbhum,3502387,41197,40727,286,0
West Bengal,Cooch Behar,2822780,29275,29060,97,0
West Bengal,Dakshin Dinajpur,1670931,17889,17573,170,0
West Bengal,Darjeeling,1842034,57143,56326,539,0
West Bengal,Hooghly,5520389,86300,84650,990,0
West Bengal,Howrah,4841638,98757,96567,1524,0
West Bengal,Jalpaiguri,3869675,41982,41256,572,0
West Bengal,Jhargram,1136548,12135,12063,27,0
West Bengal,Kalimpong,251642,7036,6950,54,0
West Bengal,Kolkata,4486679,322541,315146,5152,0
West Bengal,Malda,3997970,33406,33121,186,0
West Bengal,Murshidabad,7102430,33993,33605,328,0
West Bengal,Nadia,5168488,73333,72054,859,0
West Bengal,North 24 Parganas,10082852,329257,323097,4833,0
West Bengal,Paschim Bardhaman,2882031,57778,57184,356,0
West Bengal,Paschim Medinipur,5094238,53581,52820,507,0
West Bengal,Purba Bardhaman,4835532,42005,41588,198,0
West Bengal,Purba Medinipur,4417377,63098,62549,397,0
West Bengal,Purulia,2927965,19419,19283,113,0
West Bengal,South 24 Parganas,8153176,100957,98950,1336,0
West Bengal,Uttar Dinajpur,3000849,19858,19559,238,0
